Company Size,Industry,Revenue,Location,Employee Turnover Rate,Employee Skillset,Job Openings,Recruitment Budget,Company Age,Growth Rate,Likely to Hire
770,Analyst,82000000,Hyderabad,86,Data Analysis,42,98000,21,23,Yes
630,Food_and_Beverage,50000000,Ahmedabad,87,Chef,34,62000,18,20,Yes
710,Technology,89000000,Pune,88,React,40,97000,22,24,Yes
820,Finance,75000000,Jaipur,86,Management,30,74000,19,21,Yes
660,Healthcare,8600000,Lucknow,89,Java,19,50000,14,15,No
910,Security,114000000,Surat,92,Security Guard,46,106000,25,28,Yes
770,Analyst,83000000,Kanpur,86,Data Analysis,44,100000,23,26,Yes
630,Food_and_Beverage,52000000,Agra,87,Chef,36,63000,20,22,Yes
710,Technology,90000000,Indore,88,Frontend_Developer,42,100000,24,27,Yes
820,Finance,77000000,Kochi,86,Management,31,75000,20,22,Yes
660,Healthcare,8700000,Coimbatore,89,Java,20,51000,15,16,No
910,Security,116000000,Visakhapatnam,92,Security Guard,48,108000,26,29,Yes
770,Analyst,84000000,Bhopal,86,Data Analysis,46,102000,24,27,Yes
630,Food_and_Beverage,54000000,Chandigarh,87,Chef,38,64000,21,23,Yes
710,Technology,91000000,Guwahati,88,React,44,102000,25,28,Yes
820,Finance,78000000,Delhi,86,Management,32,76000,21,23,Yes
660,Healthcare,8800000,Mumbai,89,Java,21,52000,16,17,No
910,Security,118000000,Kolkata,92,Security Guard,50,110000,27,30,Yes
770,Analyst,85000000,Chennai,86,Data Analysis,47,104000,25,28,Yes
630,Food_and_Beverage,56000000,Bangalore,87,Chef,40,65000,22,24,Yes
710,Technology,93000000,Hyderabad,88,Frontend_Developer,46,106000,26,29,Yes
820,Finance,80000000,Ahmedabad,86,Management,33,77000,22,24,Yes
660,Healthcare,8900000,Pune,89,Java,22,53000,17,18,No
910,Security,120000000,Jaipur,92,Security Guard,52,112000,28,31,Yes
770,Analyst,86000000,Lucknow,86,Data Analysis,48,106000,26,29,Yes
630,Food_and_Beverage,58000000,Surat,87,Chef,42,66000,23,25,Yes
710,Technology,95000000,Kanpur,88,React,48,108000,27,30,Yes
820,Finance,82000000,Agra,86,Management,34,78000,23,25,Yes
660,Healthcare,9000000,Indore,89,Java,23,54000,18,19,No
910,Security,122000000,Kochi,92,Security Guard,54,114000,29,32,Yes
770,Analyst,87000000,Coimbatore,86,Data Analysis,50,108000,27,30,Yes
630,Food_and_Beverage,60000000,Visakhapatnam,87,Chef,44,67000,24,26,Yes
710,Technology,97000000,Bhopal,88,Frontend_Developer,50,110000,28,31,Yes
820,Finance,84000000,Chandigarh,86,Management,35,79000,24,26,Yes
660,Healthcare,9100000,Guwahati,89,Java,24,55000,19,20,No
910,Security,124000000,Delhi,92,Security Guard,55,116000,30,33,Yes
770,Analyst,88000000,Mumbai,86,Data Analysis,53,110000,28,31,Yes
630,Food_and_Beverage,62000000,Kolkata,87,Chef,46,68000,25,27,Yes
710,Technology,99000000,Chennai,88,React,52,112000,29,32,Yes
820,Finance,86000000,Bangalore,86,Management,36,80000,25,27,Yes
660,Healthcare,9300000,Hyderabad,89,Java,25,56000,19,21,No
910,Security,126000000,Ahmedabad,92,Security Guard,57,118000,31,34,Yes
770,Analyst,89000000,Pune,86,Data Analysis,55,112000,29,32,Yes
180,Technology,47000000,San Francisco,35,Python,13,56000,7,11,Yes
350,Healthcare,8500000,New York,20,Java,8,40000,12,6,No
75,Finance,22000000,London,28,SQL,10,42000,4,13,Yes
240,Technology,38000000,Bangalore,30,C++,18,62000,8,11,Yes
120,Finance,16000000,Chicago,18,Management,6,25000,5,7,No
290,Healthcare,6500000,Los Angeles,25,Python,10,38000,10,4,Yes
200,Technology,46000000,San Francisco,32,JavaScript,15,57000,7,10,Yes
250,Finance,20000000,London,22,SQL,9,40000,6,8,Yes
150,Healthcare,7200000,New York,38,Java,5,35000,9,5,No
175,Technology,48000000,San Francisco,37,Python,14,58000,7,12,Yes
330,Healthcare,8300000,New York,19,Java,7,38000,11,7,No
85,Finance,24000000,London,36,SQL,11,44000,4,14,Yes
260,Technology,39000000,Bangalore,33,C++,19,64000,8,12,Yes
140,Finance,17000000,Chicago,21,Management,7,27000,6,8,No
310,Healthcare,7000000,Los Angeles,27,Python,9,39000,10,4,Yes
210,Technology,49000000,San Francisco,38,JavaScript,16,59000,8,11,Yes
270,Finance,22000000,London,25,SQL,10,42000,6,9,Yes
130,Healthcare,7400000,New York,35,Java,6,36000,10,5,No
190,Technology,50000000,San Francisco,32,Python,15,60000,8,11,Yes
340,Healthcare,8700000,New York,18,Java,8,40000,12,7,No
80,Finance,26000000,London,34,SQL,12,46000,4,15,Yes
280,Technology,40000000,Bangalore,31,C++,20,66000,9,13,Yes
160,Finance,18000000,Chicago,20,Management,8,28000,7,9,No
320,Healthcare,7500000,Los Angeles,26,Python,10,40000,11,4,Yes
220,Technology,51000000,San Francisco,36,JavaScript,17,61000,9,12,Yes
260,Finance,24000000,London,23,SQL,11,44000,7,10,Yes
140,Healthcare,7600000,New York,37,Java,7,37000,11,6,No
200,Technology,52000000,San Francisco,35,Python,16,62000,9,11,Yes
350,Healthcare,8900000,New York,19,Java,8,41000,12,8,No
90,Finance,28000000,London,38,SQL,13,48000,5,16,Yes
300,Technology,41000000,Bangalore,30,C++,21,68000,9,13,Yes
170,Finance,19000000,Chicago,22,Management,9,29000,8,10,No
330,Healthcare,7800000,Los Angeles,28,Python,11,41000,12,5,Yes
230,Technology,53000000,San Francisco,38,JavaScript,18,62000,9,12,Yes
280,Finance,26000000,London,26,SQL,11,45000,7,11,Yes
160,Healthcare,7800000,New York,32,Java,8,38000,11,6,No
190,Technology,51000000,San Francisco,34,Python,16,63000,9,11,Yes
340,Healthcare,9000000,New York,20,Java,9,42000,12,8,No
100,Finance,30000000,London,39,SQL,14,50000,5,17,Yes
320,Technology,42000000,Bangalore,29,C++,22,70000,9,14,Yes
180,Finance,20000000,Chicago,24,Management,9,30000,8,9,No
350,Healthcare,8000000,Los Angeles,29,Python,12,42000,13,6,Yes
240,Technology,54000000,San Francisco,37,JavaScript,19,63000,9,12,Yes
290,Finance,28000000,London,27,SQL,12,46000,8,12,Yes
170,Healthcare,8000000,New York,33,Java,9,39000,12,7,No
200,Technology,53000000,San Francisco,36,Python,17,64000,9,12,Yes
360,Healthcare,9200000,New York,18,Java,10,43000,13,9,No
110,Finance,32000000,London,38,SQL,15,52000,6,18,Yes
330,Technology,43000000,Bangalore,28,C++,23,72000,10,15,Yes
200,Finance,21000000,Chicago,25,Management,10,31000,8,10,No
370,Healthcare,8500000,Los Angeles,30,Python,13,43000,13,7,Yes
260,Technology,55000000,San Francisco,38,JavaScript,20,64000,10,13,Yes
300,Finance,30000000,London,28,SQL,13,47000,8,13,Yes
180,Healthcare,8200000,New York,34,Java,10,40000,13,8,No
180,Technology,47000000,San Francisco,15,Python,13,56000,7,11,Yes
350,Healthcare,8500000,New York,10,Java,8,40000,12,6,No
75,Finance,22000000,London,18,SQL,10,42000,4,13,Yes
240,Technology,38000000,Bangalore,12,C++,18,62000,8,11,Yes
120,Finance,16000000,Chicago,8,Management,6,25000,5,7,No
290,Healthcare,6500000,Los Angeles,17,Python,10,38000,10,4,Yes
200,Technology,46000000,San Francisco,11,JavaScript,15,57000,7,10,Yes
250,Finance,20000000,London,9,SQL,9,40000,6,8,Yes
150,Healthcare,7200000,New York,16,Java,5,35000,9,5,No
175,Technology,48000000,San Francisco,14,Python,14,58000,7,12,Yes
330,Healthcare,8300000,New York,10,Java,7,38000,11,7,No
85,Finance,24000000,London,8,SQL,9,44000,4,14,Yes
260,Technology,39000000,Bangalore,12,C++,19,64000,8,12,Yes
140,Finance,17000000,Chicago,7,Management,7,27000,6,8,No
310,Healthcare,7000000,Los Angeles,16,Python,9,39000,10,4,Yes
210,Technology,49000000,San Francisco,18,JavaScript,16,59000,8,11,Yes
270,Finance,22000000,London,9,SQL,10,42000,6,9,Yes
130,Healthcare,7400000,New York,11,Java,6,36000,10,5,No
190,Technology,50000000,San Francisco,13,Python,15,60000,8,11,Yes
340,Healthcare,8700000,New York,10,Java,8,41000,12,8,No
80,Finance,26000000,London,7,SQL,11,46000,4,15,Yes
280,Technology,40000000,Bangalore,12,C++,20,66000,9,13,Yes
160,Finance,18000000,Chicago,8,Management,8,28000,7,9,No
320,Healthcare,7500000,Los Angeles,15,Python,11,40000,11,4,Yes
220,Technology,51000000,San Francisco,17,JavaScript,17,61000,9,12,Yes
260,Finance,24000000,London,9,SQL,12,44000,7,10,Yes
140,Healthcare,7600000,New York,16,Java,7,37000,11,6,No
200,Technology,52000000,San Francisco,14,Python,16,62000,9,11,Yes
350,Healthcare,8900000,New York,11,Java,9,41000,12,8,No
90,Finance,28000000,London,8,SQL,12,48000,5,16,Yes
300,Technology,41000000,Bangalore,13,C++,21,68000,9,13,Yes
170,Finance,19000000,Chicago,9,Management,8,29000,8,10,No
330,Healthcare,7800000,Los Angeles,14,Python,12,41000,12,5,Yes
230,Technology,53000000,San Francisco,18,JavaScript,18,62000,9,12,Yes
280,Finance,26000000,London,10,SQL,13,45000,7,11,Yes
160,Healthcare,7800000,New York,15,Java,8,38000,11,6,No
190,Technology,51000000,San Francisco,16,Python,17,63000,9,11,Yes
340,Healthcare,9000000,New York,12,Java,9,42000,12,8,No
100,Finance,30000000,London,7,SQL,13,52000,5,17,Yes
320,Technology,42000000,Bangalore,14,C++,22,72000,9,14,Yes
180,Finance,20000000,Chicago,9,Management,9,30000,8,9,No
350,Healthcare,8000000,Los Angeles,11,Python,13,42000,13,6,Yes
240,Technology,54000000,San Francisco,18,JavaScript,19,63000,9,12,Yes
290,Finance,28000000,London,10,SQL,14,46000,8,12,Yes
170,Healthcare,8000000,New York,12,Java,9,39000,12,7,No
200,Technology,53000000,San Francisco,13,Python,18,64000,9,12,Yes
360,Healthcare,9200000,New York,8,Java,10,43000,13,9,No
110,Finance,32000000,London,8,SQL,14,52000,6,18,Yes
330,Technology,43000000,Bangalore,11,C++,23,72000,10,15,Yes
200,Finance,21000000,Chicago,9,Management,10,31000,8,10,No
370,Healthcare,8500000,Los Angeles,15,Python,14,43000,13,7,Yes
260,Technology,55000000,San Francisco,17,JavaScript,20,64000,10,13,Yes
300,Finance,30000000,London,10,SQL,15,47000,8,13,Yes
180,Healthcare,8200000,New York,12,Java,10,40000,13,8,No
180,Technology,47000000,Sydney,95,Python,13,56000,7,11,No
350,Healthcare,8500000,Melbourne,91,Java,8,40000,12,6,No
75,Finance,22000000,Brisbane,92,SQL,10,42000,4,13,No
240,Technology,38000000,Perth,94,C++,18,62000,8,11,No
120,Finance,16000000,Adelaide,93,Management,6,25000,5,7,No
290,Healthcare,6500000,Gold Coast,96,Python,10,38000,10,4,No
200,Technology,46000000,Canberra,97,JavaScript,15,57000,7,10,No
250,Finance,20000000,Sunshine Coast,95,SQL,9,40000,6,8,No
150,Healthcare,7200000,Newcastle,91,Java,5,35000,9,5,No
175,Technology,48000000,Cairns,92,Python,14,58000,7,12,No
330,Healthcare,8300000,Geelong,93,Java,7,38000,11,7,No
85,Finance,24000000,Darwin,96,SQL,9,44000,4,14,No
260,Technology,39000000,Townsville,91,C++,19,64000,8,12,No
140,Finance,17000000,Albury,94,Management,7,27000,6,8,No
310,Healthcare,7000000,Toowoomba,95,Python,9,39000,10,4,No
210,Technology,49000000,Hobart,92,JavaScript,16,59000,8,11,No
270,Finance,22000000,Ballarat,93,SQL,10,42000,6,9,No
130,Healthcare,7400000,Bendigo,96,Java,6,36000,10,5,No
190,Technology,50000000,Launceston,97,Python,15,60000,8,11,No
340,Healthcare,8700000,Mackay,91,Java,8,41000,12,8,No
80,Finance,26000000,Rockhampton,92,SQL,11,46000,4,15,No
280,Technology,40000000,Coffs Harbour,94,C++,20,66000,9,13,No
160,Finance,18000000,Wagga Wagga,93,Management,8,28000,7,9,No
320,Healthcare,7500000,Hervey Bay,96,Python,11,40000,11,4,No
220,Technology,51000000,Mildura,91,JavaScript,17,61000,9,12,No
260,Finance,24000000,Kalgoorlie,92,SQL,12,44000,7,10,No
140,Healthcare,7600000,Albany,94,Java,7,37000,11,6,No
200,Technology,52000000,Mount Gambier,97,Python,16,62000,9,11,No
350,Healthcare,8900000,Geraldton,91,Java,9,41000,12,8,No
90,Finance,28000000,Devonport,96,SQL,12,48000,5,16,No
300,Technology,41000000,Burnie,94,C++,21,68000,9,13,No
170,Finance,19000000,Lismore,93,Management,9,29000,8,10,No
330,Healthcare,7800000,Karratha,96,Python,12,41000,12,5,No
230,Technology,53000000,Whyalla,92,JavaScript,18,62000,9,12,No
280,Finance,26000000,Echuca,93,SQL,13,45000,7,11,No
160,Healthcare,7800000,Leeton,96,Java,8,38000,11,6,No
190,Technology,51000000,Maitland,97,Python,17,63000,9,11,No
340,Healthcare,9000000,Morwell,91,Java,9,42000,12,8,No
100,Finance,30000000,Warrnambool,96,SQL,13,52000,5,17,No
320,Technology,42000000,Horsham,94,C++,22,72000,9,14,No
180,Finance,20000000,Kingaroy,93,Management,10,31000,8,10,No
350,Healthcare,8000000,Swan Hill,96,Python,13,42000,13,6,No
240,Technology,54000000,Yamba,97,JavaScript,19,63000,9,12,No
290,Finance,28000000,Port Hedland,92,SQL,14,46000,8,12,No
170,Healthcare,8000000,Goulburn,93,Java,9,39000,12,7,No
200,Technology,53000000,Griffith,97,Python,18,64000,9,12,No
360,Healthcare,9200000,Katherine,91,Java,10,43000,13,9,No
110,Finance,32000000,Gladstone,96,SQL,14,52000,6,18,No
330,Technology,43000000,Forster,91,C++,23,72000,10,15,No
200,Finance,21000000,Taree,93,Management,10,31000,8,10,No
370,Healthcare,8500000,Mount Isa,96,Python,14,43000,13,7,No
260,Technology,55000000,Batemans Bay,97,JavaScript,20,64000,10,13,No
300,Finance,30000000,Bowen,92,SQL,15,47000,8,13,No
180,Healthcare,8200000,Yeppoon,93,Java,10,40000,13,8,No
250,Technology,58000000,Ballarat,15,Python,20,67000,9,12,Yes
380,Healthcare,9700000,Hervey Bay,12,Java,12,43000,14,9,No
100,Finance,24000000,Geraldton,18,SQL,15,48000,6,16,Yes
280,Technology,42000000,Mount Gambier,14,C++,25,74000,10,14,Yes
140,Finance,18000000,Whyalla,17,Management,18,29000,8,10,Yes
310,Healthcare,8000000,Echuca,19,Python,10,42000,13,6,Yes
230,Technology,55000000,Leeton,16,JavaScript,22,64000,9,12,Yes
360,Finance,30000000,Maitland,20,SQL,17,49000,8,13,Yes
180,Healthcare,8500000,Morwell,13,Java,11,44000,13,7,No
200,Technology,53000000,Warrnambool,18,Python,24,71000,9,12,Yes
330,Healthcare,9000000,Horsham,11,Java,13,45000,13,9,No
270,Technology,45000000,Kingaroy,15,C++,27,78000,10,15,Yes
150,Finance,22000000,Swan Hill,16,Management,19,30000,8,11,Yes
290,Healthcare,7500000,Yamba,19,Python,12,43000,13,6,Yes
210,Technology,57000000,Port Hedland,17,JavaScript,23,65000,9,12,Yes
370,Finance,32000000,Goulburn,20,SQL,18,50000,8,13,Yes
190,Healthcare,8700000,Griffith,14,Java,14,46000,13,8,No
220,Technology,56000000,Katherine,17,Python,26,73000,10,13,Yes
350,Healthcare,9500000,Gladstone,12,Java,15,47000,13,9,No
260,Technology,48000000,Forster,15,C++,28,80000,10,15,Yes
170,Finance,20000000,Taree,18,Management,20,31000,8,10,Yes
300,Healthcare,7800000,Mount Isa,21,Python,13,44000,13,7,Yes
250,Technology,59000000,Batemans Bay,16,JavaScript,24,66000,9,12,Yes
380,Finance,33000000,Bowen,19,SQL,19,51000,8,13,Yes
200,Healthcare,8900000,Yeppoon,14,Java,15,47000,13,8,No
350,Technology,97000000,Ballina,17,Python,27,75000,10,13,Yes
110,Finance,26000000,Albany,20,Management,21,32000,8,11,Yes
330,Healthcare,8300000,Byron Bay,13,Java,16,48000,13,9,No
270,Technology,46000000,Port Macquarie,16,C++,29,82000,10,15,Yes
150,Finance,24000000,Bathurst,19,SQL,20,52000,8,13,Yes
290,Healthcare,7700000,Coffs Harbour,22,Python,14,45000,13,7,Yes
210,Technology,58000000,Orange,17,JavaScript,25,67000,9,12,Yes
370,Finance,34000000,Armidale,20,SQL,21,53000,8,13,Yes
190,Healthcare,9100000,Griffith,15,Java,16,49000,13,8,No
220,Technology,57000000,Moree,18,Python,28,76000,10,13,Yes
350,Healthcare,9700000,Inverell,14,Java,17,46000,13,9,No
260,Technology,49000000,Tamworth,17,C++,30,84000,10,15,Yes
170,Finance,21000000,Gunnedah,20,Management,22,33000,8,10,Yes
300,Healthcare,7900000,Port Pirie,23,Python,15,46000,13,7,Yes
250,Technology,60000000,Broken Hill,16,JavaScript,26,68000,9,12,Yes
380,Finance,35000000,Murray Bridge,19,SQL,22,54000,8,13,Yes
200,Healthcare,9300000,Victor Harbor,14,Java,18,50000,13,8,No
350,Technology,99000000,Whyalla,17,Python,29,77000,10,13,Yes
110,Finance,28000000,Mt Barker,20,Management,23,34000,8,11,Yes
330,Healthcare,8500000,Port Lincoln,13,Java,18,47000,13,9,No
270,Technology,47000000,Port Augusta,16,C++,31,86000,10,15,Yes
150,Finance,26000000,Renmark,19,SQL,23,55000,8,13,Yes
290,Healthcare,8100000,Waikerie,22,Python,15,47000,13,7,Yes
210,Technology,59000000,Kangaroo Island,17,JavaScript,27,69000,9,12,Yes
370,Finance,36000000,Clare Valley,20,SQL,24,55000,8,13,Yes
190,Healthcare,9500000,Adelaide Hills,15,Java,19,51000,13,8,No
220,Technology,58000000,Barossa Valley,18,Python,30,78000,10,13,Yes
350,Healthcare,9900000,McLaren Vale,14,Java,19,48000,13,9,No
260,Technology,50000000,Yorke Peninsula,17,C++,32,88000,10,15,Yes
170,Finance,22000000,Fleurieu Peninsula,20,Management,24,35000,8,10,Yes
300,Healthcare,8000000,Kangaroo Island,23,Python,16,48000,13,7,Yes
250,Technology,61000000,Eyre Peninsula,16,JavaScript,28,70000,9,12,Yes
380,Finance,37000000,Nullarbor Plain,19,SQL,25,56000,8,13,Yes
200,Healthcare,9700000,Flinders Ranges,14,Java,20,52000,13,8,No
350,Technology,100000000,Coober Pedy,17,Python,31,79000,10,13,Yes
110,Finance,30000000,Lake Eyre,20,Management,25,36000,8,11,Yes
330,Healthcare,8700000,Port Augusta,13,Java,19,49000,13,9,No
270,Technology,48000000,Kimberley,16,C++,33,90000,10,15,Yes
150,Finance,28000000,Pilbara,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Broome,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Karratha,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Kalgoorlie,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Esperance,15,Java,21,54000,13,8,No
220,Technology,59000000,Albany,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Bunbury,14,Java,20,50000,13,9,No
260,Technology,51000000,Perth,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Fremantle,20,Management,26,37000,8,10,Yes
300,Healthcare,8200000,Joondalup,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Geraldton,16,JavaScript,30,72000,9,12,Yes
380,Finance,39000000,Kalbarri,19,SQL,28,58000,8,13,Yes
200,Healthcare,10100000,Kununurra,14,Java,22,55000,13,8,No
350,Technology,103000000,Exmouth,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Albany,20,Management,27,38000,8,11,Yes
330,Healthcare,8900000,Denmark,13,Java,20,51000,13,9,No
250,Technology,58000000,Berlin,15,Python,20,67000,9,12,Yes
380,Healthcare,9700000,Hamburg,12,Java,12,43000,14,9,No
100,Finance,24000000,Munich,18,SQL,15,48000,6,16,Yes
280,Technology,42000000,Cologne,14,C++,25,74000,10,14,Yes
140,Finance,18000000,Frankfurt,17,Management,18,29000,8,10,Yes
310,Healthcare,8000000,Stuttgart,19,Python,10,42000,13,6,Yes
230,Technology,55000000,Düsseldorf,16,JavaScript,22,64000,9,12,Yes
360,Finance,30000000,Dortmund,20,SQL,17,49000,8,13,Yes
180,Healthcare,8500000,Essen,13,Java,11,44000,13,7,No
200,Technology,53000000,Leipzig,18,Python,24,71000,9,12,Yes
330,Healthcare,9000000,Bremen,11,Java,13,45000,13,9,No
270,Technology,45000000,Dresden,15,C++,27,78000,10,15,Yes
150,Finance,22000000,Hannover,16,Management,19,30000,8,11,Yes
290,Healthcare,7500000,Nuremberg,19,Python,12,43000,13,6,Yes
210,Technology,57000000,Duisburg,17,JavaScript,25,67000,9,12,Yes
370,Finance,32000000,Bochum,20,SQL,18,50000,8,13,Yes
190,Healthcare,8700000,Wuppertal,14,Java,14,46000,13,8,No
220,Technology,56000000,Bielefeld,17,Python,26,73000,10,13,Yes
350,Healthcare,9500000,Bonn,12,Java,15,47000,13,9,No
260,Technology,48000000,Mannheim,15,C++,28,80000,10,15,Yes
170,Finance,20000000,Karlsruhe,18,Management,20,31000,8,10,Yes
300,Healthcare,7800000,Gelsenkirchen,21,Python,13,44000,13,7,Yes
250,Technology,60000000,Wiesbaden,16,JavaScript,26,68000,9,12,Yes
380,Finance,33000000,Münster,19,SQL,19,51000,8,13,Yes
200,Healthcare,9300000,Augsburg,14,Java,18,50000,13,8,No
350,Technology,99000000,Mönchengladbach,17,Python,31,79000,10,13,Yes
110,Finance,28000000,Chemnitz,20,Management,23,34000,8,11,Yes
330,Healthcare,8300000,Braunschweig,13,Java,18,47000,13,9,No
270,Technology,47000000,Kiel,16,C++,31,86000,10,15,Yes
150,Finance,26000000,Aachen,19,SQL,23,55000,8,13,Yes
290,Healthcare,7700000,Lübeck,22,Python,14,45000,13,7,Yes
210,Technology,59000000,Erfurt,17,JavaScript,27,69000,9,12,Yes
370,Finance,34000000,Kassel,20,SQL,24,55000,8,13,Yes
190,Healthcare,9500000,Saarbrücken,15,Java,19,51000,13,8,No
220,Technology,58000000,Magdeburg,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Halle,14,Java,20,50000,13,9,No
260,Technology,50000000,Freiburg,17,C++,34,92000,10,15,Yes
170,Finance,22000000,Mainz,20,Management,26,37000,8,10,Yes
300,Healthcare,8200000,Krefeld,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Lünen,16,JavaScript,28,70000,9,12,Yes
380,Finance,37000000,Oldenburg,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Wolfsburg,14,Java,22,55000,13,8,No
350,Technology,103000000,Neuss,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Heidelberg,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Darmstadt,13,Java,19,49000,13,9,No
270,Technology,48000000,Paderborn,16,C++,35,94000,10,15,Yes
150,Finance,28000000,Potsdam,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Regensburg,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Recklinghausen,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Göttingen,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Bottrop,15,Java,21,54000,13,8,No
220,Technology,59000000,Bergisch Gladbach,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Erlangen,14,Java,20,50000,13,9,No
260,Technology,51000000,Fürth,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Fürth,20,Management,26,35000,8,10,Yes
300,Healthcare,8000000,Moers,23,Python,18,51000,13,7,Yes
250,Technology,61000000,Siegen,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Koblenz,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Ludwigsburg,14,Java,22,55000,13,8,No
350,Technology,103000000,Esslingen,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Leipzig,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Tübingen,13,Java,19,49000,13,9,No
250,Technology,58000000,New York City,15,Python,20,67000,9,12,Yes
380,Healthcare,9700000,Los Angeles,12,Java,12,43000,14,9,Yes
100,Finance,24000000,Chicago,18,SQL,15,48000,6,16,Yes
280,Technology,42000000,Houston,14,C++,25,74000,10,14,Yes
140,Finance,18000000,Phoenix,17,Management,18,29000,8,10,Yes
310,Healthcare,8000000,Philadelphia,19,Python,10,42000,13,6,Yes
230,Technology,55000000,San Antonio,16,JavaScript,22,64000,9,12,Yes
360,Finance,30000000,San Diego,20,SQL,17,49000,8,13,Yes
180,Healthcare,8500000,Dallas,13,Java,11,44000,13,7,Yes
200,Technology,53000000,San Jose,18,Python,24,71000,9,12,Yes
330,Healthcare,9000000,Austin,11,Java,13,45000,13,9,Yes
270,Technology,45000000,Jacksonville,15,C++,27,78000,10,15,Yes
150,Finance,22000000,San Francisco,16,Management,19,30000,8,11,Yes
290,Healthcare,7500000,Indianapolis,19,Python,12,43000,13,6,Yes
210,Technology,57000000,Columbus,17,JavaScript,25,67000,9,12,Yes
370,Finance,32000000,Fort Worth,20,SQL,18,50000,8,13,Yes
190,Healthcare,8700000,Charlotte,14,Java,14,46000,13,8,Yes
220,Technology,56000000,Seattle,17,Python,26,73000,10,13,Yes
350,Healthcare,9500000,Denver,12,Java,15,47000,13,9,Yes
260,Technology,48000000,Washington,15,C++,28,80000,10,15,Yes
170,Finance,20000000,Boston,18,Management,20,31000,8,10,Yes
300,Healthcare,7800000,El Paso,21,Python,13,44000,13,7,Yes
250,Technology,60000000,Detroit,16,JavaScript,26,68000,9,12,Yes
380,Finance,33000000,Nashville,19,SQL,19,51000,8,13,Yes
200,Healthcare,9300000,Memphis,14,Java,18,50000,13,8,Yes
350,Technology,99000000,Portland,17,Python,31,79000,10,13,Yes
110,Finance,28000000,Oklahoma City,20,Management,23,34000,8,11,Yes
330,Healthcare,8300000,Las Vegas,13,Java,18,47000,13,9,Yes
270,Technology,47000000,Louisville,16,C++,31,86000,10,15,Yes
150,Finance,26000000,Baltimore,19,SQL,23,55000,8,13,Yes
290,Healthcare,7700000,Milwaukee,22,Python,14,45000,13,7,Yes
210,Technology,59000000,Albuquerque,17,JavaScript,27,69000,9,12,Yes
370,Finance,34000000,Tucson,20,SQL,24,55000,8,13,Yes
190,Healthcare,9500000,Fresno,15,Java,19,51000,13,8,Yes
220,Technology,58000000,Sacramento,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Kansas City,14,Java,20,50000,13,9,Yes
260,Technology,50000000,Long Beach,17,C++,34,92000,10,15,Yes
170,Finance,22000000,Mesa,20,Management,26,37000,8,10,Yes
300,Healthcare,8000000,Atlanta,23,Python,18,51000,13,7,Yes
250,Technology,61000000,Oakland,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Raleigh,19,SQL,25,56000,8,13,Yes
200,Healthcare,10100000,Miami,14,Java,22,55000,13,8,Yes
350,Technology,103000000,Minneapolis,17,Python,33,81000,10,13,Yes
110,Finance,32000000,Tulsa,20,Management,27,38000,8,11,Yes
330,Healthcare,8700000,Cleveland,13,Java,19,49000,13,9,Yes
270,Technology,48000000,Wichita,16,C++,35,94000,10,15,Yes
150,Finance,28000000,New Orleans,19,SQL,26,57000,8,13,Yes
290,Healthcare,8300000,Honolulu,22,Python,17,49000,13,7,Yes
210,Technology,60000000,Bakersfield,17,JavaScript,29,71000,9,12,Yes
370,Finance,38000000,Tampa,20,SQL,27,57000,8,13,Yes
190,Healthcare,9900000,Aurora,15,Java,21,54000,13,8,Yes
220,Technology,59000000,Anaheim,18,Python,32,80000,10,13,Yes
350,Healthcare,10100000,Santa Ana,14,Java,20,50000,13,9,Yes
260,Technology,51000000,Corpus Christi,17,C++,34,92000,10,15,Yes
170,Finance,23000000,Riverside,20,Management,26,35000,8,10,Yes
300,Healthcare,8000000,St. Louis,23,Python,18,51000,13,7,Yes
250,Technology,62000000,Lexington,16,JavaScript,28,70000,9,12,Yes
380,Finance,39000000,Pittsburgh,19,SQL,25,56000,8,13,Yes
